char,source,text,keywords,context,count,cluster
arthas,PDFs/arthas_rise.pdf,"nerubian	was	smirking.	“The	ruins	will	be	perilous.	But	it’s	worth	the	risk.”
Fallen	on	dark	times.
	A	curious	phrase	for	an	ancient,	dead,	spider-lord	to
use.	Arthas	wondered	what	that	meant.
He	supposed	he	was	about	to	find	out.
Anub’arak	and	his	subjects	set	a	brisk	pace,	heading	due	north.	Arthas	and
his	Scourge	followers	fell	into	step,	and	soon	the	ocean	was	left	behind.	The	sun
moved	quickly	across	the	dim	sky,	low	on	the	horizon.	The	long	night	was
coming.	As	they	marched,	Arthas	sent	so",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"The	skirmish	was	violent	and	costly,	but	the	nerubians	eventually	retreated
to	the	shadows	that	had	birthed	them.	Several	of	their	number	were	left	behind,
eight	legs	squirming	violently	before	the	hapless	arachnids	curled	up	on
themselves	and	died.
“What	the	hell	was	that	all	about?”	Arthas	had	asked,	panting	and	whirling
on	Anub’arak.	“These	nerubians	are	your	kin.	Why	are	they	hostile	to	us?”
“Many	of	us	who	fell	during	the	War	of	the	Spider	were	brought	back	to
serve	the	Lich	King,”	Anub’ara",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"warriors	behind,	and	they	were	there,	stoic	and	ready.	Farther	down,	though,
closer	to	the	glacier,	he	saw	other	figures	milling	about.	He	was	too	far	away	to
distinguish	them,	but	he	knew	whom	they	must	be.	His	gaze	traveled	upward,
and	his	breath	caught.
The	Lich	King	was	there,	deep	inside	the	glacier.	Trapped	in	his	prison,
Arthas	had	seen	him	so	in	the	visions.	He	listened	with	half	an	ear	as	one	of	the
nerubians	hastened	up	to	Anub’arak	and	Arthas	to	brief	them	on	the	situation.
“You’ve	ar",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"blazed	to	new	life,	a	chill	mist	seeping	up	from	it.	Grinning	fiercely,	Arthas
gripped	the	blade	and	lifted	it	high.	When	he	spoke,	his	voice	was	clear	and
resonant	and	carried	in	the	crisp,	frigid	air.
“I	saw	another	vision	of	the	Lich	King.	He	has	restored	my	powers!	I	know
now	what	I	must	do.”	He	pointed	with	Frostmourne	at	the	doll-sized	figures	in
the	distance.	“Illidan	has	mocked	the	Scourge	long	enough.	He	is	attempting	to
gain	entry	to	the	Lich	King’s	throne	chamber.	He	will	fail.	It’s	t",['power'],King. He has restored my powers! I know now what I,1,2
arthas,PDFs/arthas_rise.pdf,"back	in	a	smile.	And	over	its	eyes	was	a	ragged	black	blindfold.	Two	green,
glowing	spots	appeared	where	eyes	should	have	been.
“Hello,	Arthas.”
Deep	and	sinister,	the	voice	had	changed,	but	not	as	much	as	the	kaldorei’s
body.	It	was	still	the	same	pale	lavender	hue,	etched	with	the	same	tattoos	and
scarifications.	But	the	legs,	the	wings,	the	horns…Arthas	immediately
understood	what	must	have	happened.	So	that	was	why	Illidan	had	become	so
powerful.
“You	look	different,	Illidan.	I	guess	the	Sku",['power'],"why Illidan had become so powerful. “You look different, Illidan. I",1,2
arthas,PDFs/arthas_rise.pdf,"Illidan’s	death	as	he	was.	The	elf	did	not	seem	at	all	startled	by	the	sudden	rush,
and	with	the	utmost	ease	lifted	his	double-bladed	weapon	to	parry.	Frostmourne
had	broken	ancient	and	powerful	
swords	before,	but	this	time,	it	simply	clanged
and	grated	against	the	glowing	green	metal.
Illidan	gave	him	a	smirk	as	he	held	his	ground.	Arthas	again	felt	unease
flicker	through	him.	Illidan	was	indeed	changed	by	absorbing	the	power	of	the
Skull	of	Gul’dan;	for	one	thing,	he	was	physically	much	stron",['power'],"indeed changed by absorbing the power of the Skull of Gul’dan; | Frostmourne had broken ancient and powerful swords before, but this time,",1,1
arthas,PDFs/arthas_rise.pdf,"connection	when	he	laid	eyes	upon	it,	waiting	for	him.	And	now	he	felt	it	surge
in	his	hand,	confirming	their	unity.
The	demon	blades	gleamed.	Illidan	dropped	down	on	Arthas	like	a	stone.
Arthas	cried	out	and	countered,	more	certain	of	this	blow	than	of	any	he	had
dealt	with	the	runeblade	before,	swinging	Frostmourne	up	underneath	the
descending	demon.	And	as	he	knew	must	happen,	he	felt	the	sword	bite	deep
into	flesh.	He	pulled,	drawing	the	gash	across	Illidan’s	torso,	and	felt	a	deep
satisfact",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"that	led	ever	deeper	into	the	bowels	of	the	earth.	His	feet	seemed	guided,	and
while	there	was	no	noise,	certainly	no	one	to	challenge	his	right	to	be	here,	he
felt,	rather	than	heard,	a	deep	thrum	of	power.	He	continued	to	descend,	feeling
that	call	of	power	drawing	him	ever	closer	to	his	destiny.
Up	ahead	was	a	cold,	blue-white	light.	Arthas	moved	toward	it,	almost
breaking	into	a	run,	and	the	tunnel	opened	up	into	what	Arthas	could	only	think
of	as	a	throne	chamber.	For	just	ahead	was	a	struc","['power', 'freedom']","heard, a deep thrum of power. He continued to descend, feeling | descend, feeling that call of power drawing him ever closer to",2,2
arthas,PDFs/arthas_rise.pdf,"huge	chunk	of	ice,	further	obscuring	the	image.
Frostmourne	glowed	in	his	hand.	From	deep	inside,	Arthas	saw	the	barest
hint	of	an	answering	flare	of	two	points	of	glowing	blue	light.
“RETURN	THE	BLADE,”	came	the	deep,	rasping	voice	in	Arthas’s	mind,
almost	unbearably	loud.	“COMPLETE	THE	CIRCLE.	RELEASE	ME	FROM
THIS	PRISON!”
Arthas	took	a	step	forward,	then	another,	lifting	Frostmourne	as	he	moved
until	he	was	running.	This	was	the	moment	it	had	all	been	leading	to,	and
without	realizing	it,	a	r",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"EPILOGUE:	THE	LICH	KING
T
he	blue	and	white	world	blurred	in	Arthas’s	dream	vision.	The	cold,	pure
colors	shifted,	changed	to	the	warm	hues	of	wood	and	fire-and	torchlight.	He
had	done	as	he	said	he	would;	he	had	remembered	his	life,	all	that	had	gone
before,	had	again	walked	the	path	that	had	taken	him	to	the	seat	of	the	Frozen
Throne	and	this	deep,	deep	dreaming	state.
But	the	dream	was	not	over,	it	would	seem.	He	again	sat	at	the	head	of	the
long,	beautifully	carved	table	that	took	up	most	of",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"was	now	coming	under	attack	from	the	undead	dragons—
Nerubians—no,	no,	not	nerubians,	not	Anub’arak’s	people,	but	kin	to	them,
yes.	A	desert	race,	these	were.	Their	servants	were	mammoth	creatures	with	the
heads	of	dogs,	golems	made	of	obsidian,	who	strode	across	the	shining	yellow
stands.
A	symbol	appeared,	one	Arthas	knew—the	
L
	of	Lordaeron,	impaled	by	a
sword,	but	depicted	in	red,	not	blue.	The	symbol	changed,	became	a	red	flame
on	a	white	background.	The	flame	seemed	to	spark	to	a	life	of	",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"something	inside	him	stir.	Despite	everything—the	boy	would	not	die.
And	that	meant…
The	boy	smiled	a	little,	and	some	of	the	sickness	dissipated	as	Arthas
struggled	for	words.	“You…are	me.	You	are	both…me.	But	you…”	His	voice
was	soft,	tinged	with	wonder	and	disbelief.	“You	are	the	little	flame	that	burns
inside	me	still,	that	resists	the	ice.	You	are	the	last	vestiges	of	humanity—of
compassion,	of	my	ability	to	love,	to	grieve…to	care.	You	are	my	love	for	Jaina,
my	love	for	my	father…for	all	t",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"There	was	only	Arthas,	Frostmourne,	all	but	singing	at	having	claimed	the
final	piece	of	Arthas’s	soul,	and	the	orc,	whose	skull-face	was	split	with
triumphant	laughter.
“Yes!”	the	orc	exhilarated,	laughing	almost	maniacally.	“I	knew	you	would
make	this	choice.	For	so	long	you	have	wrestled	with	the	last	dregs	of	goodness,
of	humanity	in	you,	but	no	longer.	The	boy	held	you	back,	and	now	you	are
free.”	He	now	got	to	his	feet,	his	body	still	that	of	an	old	orc,	but	moving	with
the	ease	and	fluidi",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"happened.	Something	to	do	with	the	Lich	King.	I—felt	it.”	There	was	no	longer
a	link	between	them,	at	least	not	one	in	which	she	was	under	his	control.	But
perhaps	something	lingered.	Something	that	warned	her.
“We	need	to	step	up	our	plans,”	she	told	Varimathras.	“I	believe	that	time
has	suddenly	become	a	precious	commodity.”
	
For	so	long,	he	had	felt	nothing.	He	had	stayed	on	the	throne,	immobile,	waiting,
dreaming.	The	ice	had	come	to	cover	him	as	he	sat	still	as	stone,	but	not	a	prison,
no,",['power'],,1,2
arthas,PDFs/arthas_rise.pdf,"NOTES
T
he	story	you’ve	just	read	is	based	in	part	on	Blizzard	Entertainment’s	computer
game	
Warcraft	III:	Reign	of	Chaos
	and	its	expansion	pack,	
Warcraft	III:	The
Frozen	Throne
.	Released	in	July	2002	and	July	2003	respectively,	these	titles
topped	sales	charts	and	were	praised	by	critics,	picking	up	“Editor’s	Choice,”
“Strategy	Game	of	the	Year,”	“Game	of	the	Year,”	and	other	awards	from
numerous	publications.
Over	five	years	later,	
Warcraft	III
	is	still	a	popular	choice	for	online
multip",['power'],,1,1
arthas,PDFs/arthas_rise.pdf,"volume,	but	his	adventures	continue	in	the	
World	of	Warcraft
monthly	comic	by	Walter	Simonson	and	Ludo	Lullabi,	Jon	Buran,
and	Mike	Bowden	(hardcover	collected	edition	available).
The	magical	city	of	Dalaran	will	also	appear	in	
Warcraft:	Mage,
	a
manga	written	by	Richard	A.	Knaak	and	scheduled	for	release	in
February	2010.
The	story	behind	the	mysterious	prophet	who	warned	Terenas,
Antonidas,	Arthas,	and	Jaina	is	revealed	in	
Warcraft:	The	Last
Guardian
	by	Jeff	Grubb.
Further	information	abou",['corruption'],,1,2
arthas,PDFs/arthas_rise.pdf,"reappears	in	World	of	Warcraft:	Ashbringer
	by	Micky	Neilson	and
Ludo	Lullabi.
Khadgar’s	adventures	are	explored	in	detail	by	
Warcraft:	The	Last
Guardian
	by	Jeff	Grubb,	
World	of	Warcraft:	Tides	of	Darkness
	by
Aaron	Rosenberg,	and	
World	of	Warcraft:	Beyond	the	Dark	Portal
by	Aaron	Rosenberg	and	Christie	Golden.
Aegwynn	led	a	challenging	and	largely	solitary	existence	until	she
met	Jaina	in	
World	of	Warcraft:	Cycle	of	Hatred
	by	Keith	R.A.
DeCandido.	Aegwynn	continues	to	advise	and	assist	Ja",['power'],,1,1
illidan,PDFs/illidan.pdf,"PRELUDE
Six Years Before the Fall
THE ANCIENT DARKNESS SURROUNDING HIM DID NOT stop him from seeing any more than
his lack of eyes did. He had been a sorcerer once, a very great one. His spectral sight
revealed every inch of his cell with far more clarity than eyes of flesh ever could.
He could navigate this prison even without it. He knew every flagstone on the floor,
every enchantment that bound him. He knew them by sight, by touch. He knew the way
his footsteps would echo with every one of th",['power'],,1,1
illidan,PDFs/illidan.pdf,"Perhaps he had. How many thousands of years had it been since he was imprisoned?
He had lost track. That was the worst of it. Millennia spent in darkness, trapped in this
cage, unable to take more than nine steps in any direction. He who had once hunted
demons across the trackless wildernesses of Azeroth had been confined in a place he
would not have left an animal.
They had sentenced him to this when all he had done was try to overcome their
common foe. He had infiltrated the Burning Legion, hi","['power', 'freedom']",,2,1
illidan,PDFs/illidan.pdf,"All his dreams of vengeance, all his plans for retribution, faded away, as if the long
years of his imprisonment had never happened. He was astonished by the feeling; he had
thought himself hardened against anything and anyone—especially her.
His speech was rusty after decades of disuse. “Tyrande … it is you! After all these
ages spent in darkness, your voice is like the pure light of the moon upon my mind.”
He cursed himself for his weakness. These were not the words he had imagined
saying in h","['power', 'corruption', 'freedom']",,3,1
illidan,PDFs/illidan.pdf,"His companion sensed it as well. She rushed forward and then halted, barred by the
mighty presence of the archdruid Malfurion Stormrage. Illidan’s brother was massive.
Antlers protruded from his head. His handsome face held a look of dismay at seeing
Illidan free. Clearly the archdruid had not come to aid Tyrande.
Four Druids of the Claw flanked Malfurion, each in the form of a bear. They flexed
their taloned paws and growled at Illidan. They had been set here to guard against his
escape, and th",['power'],,1,1
illidan,PDFs/illidan.pdf,"An elven sorcerer raised his hand and sent a bolt of arcane energy lancing toward the
walls. Badly maintained or not, the defenses were enough to prevent it from striking the
siege engine. A ball of fire arced down toward the mage, gouging the blood-red earth as
the defenders sought his range. A company of Kael’thas’s soldiers raced past en route to
the shelter of the walls.
Illidan clenched his fists as he sensed the demons within the temple. Here in the
foreign world of Outland, he felt the te",['power'],,1,1
illidan,PDFs/illidan.pdf,"him to speak. “Now, at last, we will end their curse forever. We are yours to command,
Lord Illidan.”
It was Akama, leader of the Broken. He was not a reassuring figure. Fangs jutted up
from his lower jaw. Tentacles writhed out from the bottom half of his face.
“You have arrived just in time,” said Illidan. “Those machines on the walls must be
silenced, and the gate must be opened.”
Akama nodde d and gestured. The near-invisible Broken swarmed forward across the
open ground and clambered up the ",['power'],,1,1
illidan,PDFs/illidan.pdf,"ground. He leapt amid them, freeing his warglaives from their sheaths. He lashed out,
striking to left and right with irresistible force. His enemies fell, decapitated, limbless,
mutilated. Blood covered him. He licked it from his lips and moved forward, slashing
and slicing as he went.
All around, the dying screamed. Magic thundered as Prince Kael’thas and Lady
Vashj unleashed their spells. Illidan was tempted to do so himself, but he wanted to
preserve his strength for the final conflict with ",['power'],,1,1
illidan,PDFs/illidan.pdf,"Illidan allowed himself a cruel smile. “We shall do m uch worse than that,” he said.
“And what would that be?” Akama spoke slowly. Illidan heard the doubt in his
voice. Clearly, Akama had reservations about what they were doing.
“You will need to wait and see,” Illidan said.
“As you wish, Lord,” Akama said. “So shall it be.”
“Then let us be about our business,” said Illidan. “We have a world to conquer.”
* * *
THE DOORWAY TO THE throne room slid open. The stench of demon assaulted Illidan’s
nost",['power'],,1,1
illidan,PDFs/illidan.pdf,"Illidan tumbled forward under his foe’s belly, drawing forth ichor with his strikes. He
vaulted onto Magtheridon’s massive tail, ran up his spine, and drove his blades into the
demon’s thick neck.
From Illidan’s vantage point, he could see that his forces had felled the pit lord’s
body guards. The demons were finished. Illidan raised his hands high and chanted the
spell of binding. A wave of unleashed magical energy hit the pit lord. Magtheridon
flinched as the spell began to bite.
Illidan’s hea",['power'],,1,1
illidan,PDFs/illidan.pdf,"would be purified no matter what Illidan wanted.
* * *
ILLIDAN STOOD WITH KAEL’THAS and Vashj on the highest rooftop of the Black Temple,
looking out over the bleak landscape of Shadowmoon Valley. The demon hunter had
proclaimed his victory to the world of Outland from the battlements, but now he was
restless. He did not feel as triumphant as he had expected. Instead he felt a sense of
growing dread.
In the distance the sky was red as blood. Crimson clouds raced toward the Black
Temple. Powerful",['power'],raced toward the Black Temple. Powerful,1,1
illidan,PDFs/illidan.pdf,"He felt the enormous force of Kil’jaeden’s will being brought to bear. The demon
lord’s power crashed down on him like a tidal wave. He braced himself against it, held
it in check, then allowed the outer walls of his mind’s defenses to collapse. Illidan
reinforced the second layer of protection and slowly, carefully let it crumble as if it
were beyond his strength to resist. As he did so he invoked the spells he had prepared
for this moment. Subtly and near imperceptibly his secrets vanished, bu",['power'],to bear. The demon lord’s power crashed down on him like,1,1
illidan,PDFs/illidan.pdf,"As suddenly as it had begun, the contact broke. The demon lord withdrew from
Illidan’s mind. He realized that what had felt like long hours passing had been the space
between two heartbeats.
Illidan’s heart pounded against his ribs. He was instants from destruction. At this
moment, not even he could stand against the might of Kil’jaeden. If he was slain here,
all his schemes and sacrifices would come to naught. He searched for the right words—
they were the only weapons that could save him now. ",['sacrifice'],"here, all his schemes and sacrifices would come to naught. He",1,1
illidan,PDFs/illidan.pdf,"Maiev gave her a tight-lipped smile. “Why bother? There are thousands more of the
creatures.” She nudged her nightsaber into its long, loping stride. “Let them follow us if
they wish. If they attack, we will teach them the folly of their ways. Otherwise, do not
waste precious arrows.”
The troops  fell into line behind her, surveying their surroundings warily. Maiev knew
she was going to have to keep a close watch on them. Back on Azeroth, she would never
have doubted their commitment to the hunt","['power', 'justice']",,2,1
illidan,PDFs/illidan.pdf,"“You think this Broken sage will be able to help us against them? This Akama?”
Anyndra asked.
“I do not know, Anyndra,” she said. “He may be of use to us. He may not. In the long
run, it does not matter. We will triumph. We always have. We always will.”
Anyndra looked away. Maiev let the silence hold and gave her attention to their
surroundings once more. The landscape of Outland had been torn apart by magic. It was
a terrible warning of what dealing with those forces could unleash. She had seen",['power'],,1,1
illidan,PDFs/illidan.pdf,"end the Betrayer’s life, had they not granted him mercy and argued for his imprisonment
rather than his death?
Since then, Tyrande had gone even further, slaying the Watchers guarding Illidan’s
prison. She claimed she had freed him in order to gain his aid in the fight against the
Burning Legion. At first it seemed that she had been right. Illidan had aided them, but
then his true nature had revealed itself. He had absorbed the power of the Skull of
Gul’dan and transformed himself into a demon, ",['power'],itself. He had absorbed the power of the Skull of Gul’dan,1,1
illidan,PDFs/illidan.pdf,"follow. And that was a problem, for a hunter needed to understand her prey. It was the
one sure way of trapping it.
It troubled Maiev sometimes. She had heard the whispers. She knew what was said
behind her back. There were those who claimed that she had become as warped as the
foe she had spent so long guarding. She laughed at the bitter humor of it.
Weaklings! All of them. They were not prepared to deal with the evil that had taken
root so deeply among them. They feared those who had the stren",['duty'],,1,1
illidan,PDFs/illidan.pdf,"He did not reemerge in his own form, but a large bird hoppe d on top and looked around
with bright beady eyes.
The guards stood impassive. Maiev stepped into the hut and was immediately aware
of the whimpering of a small Broken child.
In the center of the chamber, beside a fire, a gnarled, oddly altered Broken leaned
forward and touched the child’s brow. He muttered something, and Maiev sensed the
flow of energy—not the corrupt taint of fel magic, not the twisted flows of the arcane,
but somethi",['power'],,1,1
illidan,PDFs/illidan.pdf,"Akama made a small, apologetic gesture with his left hand. “I can see that.”
“Did you come here to beg for my aid and then cringe in these ruins?” Perhaps he
was unimpressed by the size of her force. Perhaps he did not believe she was capable
of capturing Illidan. Perhaps he had judged her and found her wanting. “You ask for my
aid and yet you offer me nothing.”
“You elves—how can you live so long and learn so little of patience? There is a time
for everything, and a place. The best revenge is n",['justice'],,1,1
illidan,PDFs/illidan.pdf,"CHAPTER FOUR
Four Years Before the Fall
SLOWLY MAIEV AND HER WATCHERS CREPT OVER THE warm rocks. The blazing sun of
Hellfire Peninsula sent long shadows sweeping away from the large boulders. It had
been a lengthy ride back from Zangarmarsh, made at great speed, but it would be worth
all the saddle sores if she caught Illidan unawares. She did not need Akama. All she
needed was the oppor tunity to strike at the Betrayer when he least expected it.
Anyndra gestured with her right hand and raised t",['power'],,1,1
illidan,PDFs/illidan.pdf,"It had the brutal appearance of all orc fortifications, in this case magnified by the
sheer size of the place. The citadel looked as if it had been built to accommodate an
army of giants. It loomed over the surrounding lands, each tower the finger of a gigantic
hand that reached out to seize the sky. It was rough-hewn but immense, built of red rock
and the bones of creatures that must have been as large as mountains. Magic saturated
the stones. Even from this distance, she felt its evil. But it ",['power'],,1,1
illidan,PDFs/illidan.pdf,"Briefly she reveled in the image of holding his head high and tossing it into the
assembled host of fel orcs. Her own death would be swift and certain after that, but it
would be worth it to put an end to Illidan’s cursed existence. She could die satisfied,
knowing that she had sent her ancient enemy to oblivion before her. Her lips curled into
a smile. She could almost feel Illidan’s silky hair beneath her fingers as she raised his
head aloft, almost feel the drip-drip-drip of blood f rom his s","['power', 'sacrifice']",,2,1
illidan,PDFs/illidan.pdf,"the mightiest demon in Outland and turned his legions into loyal followers. Perhaps her
people were right to dou bt that they could ove rcome him.
They stared at her, waiting to hear what she had to say. Even now, they retained the
habit of looking to her for leadership. She could not let them down. She took a deep
breath and said, “No. We cannot win here.”
Some looked pleased at her admission. A few looked astonished, as if they could not
quite believe the words had come from her mouth. Maiev u","['duty', 'sacrifice', 'justice']",,3,1
illidan,PDFs/illidan.pdf,"CHAPTER FIVE
Four Years Before the Fall
ILLIDAN STRODE INTO THE VAST CHAMBER IN which Magtheridon was bound. The demon
hunter seethed with frustration. His defeat at the hands of Arthas stung his pride.
Reports of Maiev’s presence had filtered in from across Outland, but so far she had
proved elusive as a ghost. She still sought to bury him in chains. The spells restraining
the pit lord reminded Illidan of his own imprisonment, and of those who had held him.
Rage bubbled up within him. He paced ",['power'],,1,1
illidan,PDFs/illidan.pdf,"your latest failure. I believe this was your last chance.”
“How do you know I have failed?” Illidan was curious. In the weeks since he had
returned from Azeroth, he had been recovering from his wounds and gathering his
strength for this moment. Had some of the jailors made the mistake of speaking to the pit
lord? If so, he would make sure they never made another such error again.
“Come now, little Illidan. One need not be as clever as you to understand such
things. I see that unpleasant scratch ","['power', 'sacrifice']",,2,1
illidan,PDFs/illidan.pdf,"The door of the chamber opened and Akama entered, shoulders hunched, head down.
Long tentacles dribbled from the cowl of his robe. He shuffled over to the dais upon
which Illidan stood. Akama’s eyes never left the bound pit lord. He clearly was afraid
of Magtheridon. Just as clearly, he hated him for the desecration he had worked on the
Temple of Karabor. There was malice in his gaze as well as fear.
Magtheridon gasped, “Tell me, Broken one, has the Betrayer returned your precious
temple to you ",['power'],,1,1
illidan,PDFs/illidan.pdf,"Akama placed his hands together and made a bow that set his facial tentacles to
touching the ground. Illidan spread his arms wide, and his wings wider still, and
brandished a Warglaive of Azzinoth in each fist. He chanted words, and the forces of
magic bent to his will. Magtheridon struggled against his bindings, enormous muscles
flexing as he tried the strength of his chains. It seemed that the pit lord was not quite as
sanguine as he tried to appear at the prospect of the bloodletting.
Illidan",['power'],,1,1
illidan,PDFs/illidan.pdf,"Illidan shrugged him off and brought his hand down on the orc’s windpipe, breaking it.
As the creature writhed, Illidan snapped his neck with one twist. He then looked at
Akama and smiled. The fel blood s till affected him. He had enjoyed the kill.
“That one was a little too fierce, I think.”
“I thought there could be no such thing against those we face.”
Illidan laughed. “I like you, Akama, but do not try my patience. I am not here to play
games with words. I am here to win a war.”
“We all are,",['power'],,1,1
illidan,PDFs/illidan.pdf,"of fel orcs and made their escape. One of them wore burnished armor of the sort Warden
Shadowsong wears.”
Illidan bared his fangs, and his underlings flinched. He had been right. He had seen
Maiev that day. He should have scoured the hills immediately, but it had taken all his
power to restrain Magtheridon, and he had not been absolutely certain it was her. The
need to impress the clans with his strength had outweighed his suspicions. It would not
have looked strong to disrupt the triumphal marc","['duty', 'power']","it had taken all his power to restrain Magtheridon, and he",2,1
illidan,PDFs/illidan.pdf,"CHAPTER SEVEN
Five Months Before the Fall
MAIEV FELT ALMOST RELAXED. CLEFTHOOF MEAT filled her belly. The long, sunny day had
provided rare sport as she and her followers hunted the beasts. Enough hide lay nearby
to make armor for a score of draenei soldiers. A few of them picked through it, sawing
away with knives, flensing the skin. It reminded her of her long-gone youth, when she
had hunted in the woods  with her mother. They had made their own clothes then, cut
from leather, sewn with needle",['power'],,1,1
illidan,PDFs/illidan.pdf,"Sarius remained focused on the game. He was competitive in everything. He had
acquired a dozen new scars. Some of them were pale and old, but two were from more
recent skirmishes. They had been deep wounds. Druids healed quickly and easily from
most injuries. Maybe he had left them as they were as reminders or tributes to his
vanity. Males could be like that sometimes. They liked to have scars to flaunt and tell
tales about.
The two had proved to be loyal and good soldiers in the years they had ",['power'],,1,1
illidan,PDFs/illidan.pdf,"bridges or from the air. Unless they used magic or flyers, any foe would find it a
difficult place to besiege.
The rope bridge swayed beneath the paws of Maiev’s nightsaber. The great cat
stalked on, but she could sense its pulse increase as it looked dow n. Through the slats of
the bridge, Maiev could see the ground a long way below. If the Broken wanted to kill
her people, all they would have to do was cut the ropes supporting the bridge. Of
course, that would mean killing the Broken and draen",['sacrifice'],,1,1
illidan,PDFs/illidan.pdf,"call the Betrayer. I have heard that some of the younger and more impetuous draenei
follow you. I am neither young nor impetuous.”
Maiev was tempted to add nor a fighter, but she clamped her mouth shut and kept
her smile in place. She was not back on Azeroth now. She could not simply show up
and expect help as she could among her own people. The Broken needed to be
convinced to do the right thing. She was used to this reaction from the draenei elders.
They were very conservative people and very ",['power'],,1,1
illidan,PDFs/illidan.pdf,"He reached down and poured some clear water into goblets. He offered one to her
and took one himself. As if he guessed what she would think, he put his to his lips
before she could drink hers. Maiev sniffed it and took a small taste on the tip of her
tongue. She detected no drugs in it, so she took a sip. Arechron smiled.
“Tell me, since you know Illidan so well, what do y ou think he is doing in Outland?”
“Fleeing the justice that pursues him from Azeroth.”
“That goes without saying. I meant, s","['power', 'justice']",doing in Outland?” “Fleeing the justice that pursues him from Azeroth.”,2,1
illidan,PDFs/illidan.pdf,"“Tell me more of these naaru.”
“They are beings of Light, enormously powerful. They arrived in Shattrath mere
months ago, attracted by the rites of worship that the Aldor priesthood performed within
a ruined temple there. The naaru protect the city from demons.”
“They hold the Legion at bay, you say?”
“Indeed. They have made Shattrath a sanctuary for those who oppos e the demons.
They are recruiting those who would fight against the servants of Kil’jaeden. You might
do w ell there. You could bec",['power'],"are beings of Light, enormously powerful. They arrived in Shattrath mere",1,1
illidan,PDFs/illidan.pdf,"appeared to be attempting to discourage them from leaving. Maiev saw no point in
trying to stop that. She did not want anyone with her who could be impelled to desert by
the tears of family. Her troops  needed to be made of sterner stuff.
Arechron himself appeared, mounted on the howdah of a huge bejeweled elekk.
He bowed to her and said, “Remember, seek out the Aldor. They are the strongest
faction in Shattrath besides the naaru, and they are the ones most likely to aid you.”
“I will do that,” ",['power'],,1,1
illidan,PDFs/illidan.pdf,"not have been able to move without pain, but somehow he did, as lithe as when he had
been a village guard.
Beautiful Isteth had lost all three of her children when the Burning Legion struck. She
carried the burned corpse of her baby in a pouch against her chest. Vandel had pieced
together her story from her ravings. There were nights when she could not stop
screaming about the burning. One of the blood elves had tried to silence her forcibly.
She had killed him with one blow of her knife.
Maveli",['power'],,1,1
illidan,PDFs/illidan.pdf,"so-called Illidari, had done nothing to change the atmosphere. For one who called
himself a demon hunter, Illidan counted an enormous number of demons among his
followers. Even amid the ruins of Karabor, gigantic batwinged doom guard stalked,
polluting the stones with their hooves. Vandel had heard the bellowing of monsters echo
from the Black Temple. Stories of succubi and satyrs abounded among the aspirants.
Vandel was so deep in reverie that he did not notice the first time Ravael shook his
s",['power'],,1,1
illidan,PDFs/illidan.pdf,"gulp down the foul liquid. It burned like rotgut alcohol from a goblin still. Vandel
wondered if it would poison him. His stomach rebelled. He wanted to vomit. To his
horror, he felt as if something was kicking within his belly. He imagined the demon flesh
coiling in his gut, trying to break free, gnawing its way out.
Illidan chanted. Great spheres of greenish light orbited him, burning like shimmering
emerald suns. They blazed with heat and magical power, and Vandel felt as if his skin
would cr",['power'],"blazed with heat and magical power, and Vandel felt as if",1,1
illidan,PDFs/illidan.pdf,"Now you know the truth. Join us. The voice was back. This time there was a
wheedling, pleading note, but he sensed the same hunger lay behind it.
Never.
Reality shifted. He stood amid the shattered heart of a tower. A carpet of blackened
bones crunched beneath his feet. A felhound lurched forward, determined to kill him.
He stooped, picked up a broken rib, and stabbed the demon through the heart. It was
easier this time and he felt stronger, as if each time he slew the beast, he gained part of
i",['power'],,1,1
illidan,PDFs/illidan.pdf,"* * *
VANDEL WOKE IN AGONY. He had no idea where he was. He could see nothing around
him, only flickers of shimmering light. He reached up and touched his ruined face with
fumbling fingers and found, as he had feared he would, that his eye sockets were empty.
He had indeed torn out his eyes.
Fear flashed through him. Was he alive? He could see nothing. Perhaps he had died
in the aftermath of the ritual. Perhaps his soul wandered in that cold wasteland where it
had drifted during its voyage. Frag",['power'],,1,1
illidan,PDFs/illidan.pdf,"The draenei’s face remained impassive. “And your retinue also?”
“Yes.”
She guessed that the fact that so many of her troops  were draenei worked in her
favor. Or perhaps the guards were really just used to the sight of refugees. Her fighters
were ragged from hard riding and hard fighting. Perhaps the sentries were just glad to
see more troops  enter the city.
The guards raised their lances. Pennons fluttered once more in the wind. Maiev rode
through the huge stone arch. As soon as she crossed th",['power'],,1,1
